Comment,gender_of_sport,sexism,racism,violence,appearance,ability,has_hate,hate_type_count,primary_hate_type,Video Popularity,Comment Popularity,club,club_region,language,channel_structure,commenter_gender
Ten Hag light,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Reidriguinho nada menos que isto.,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Bitte verkauft tel nicht🙏,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Super Video mit den zwei Manu Serge♥️🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
good win boys,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Guter Typ erstmal 🐺,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Wolfsburg gewinnen,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Kovac wird entlassen,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
"Für mich ist die schönste Auswärtsfahrt bei euch gewesen. Vermutlich auch, wegen Auswärtssieg für meine SGE",Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Obi aufzuhalten ist nicht so einfach,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Der Lappen hat nie für uns gespielt und hat sich verpisst. Und dafür bekommt er ein Video? Was für Leute sitzen eigentlich in  der Social Media Abteilung?,Unknown,False,False,True,False,False,True,1,Violence,0,0,Unknown,Unknown,unknown,Unknown,Female
축하해♥,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Nul , nul ptdrrr",Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
토트넘 축하해🎉  쏘니 ㅠㅠㅠㅠㅠ,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
❤️ olise,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
We are winning another European title GGMU,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Traigan a javairo ❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
เอราวัณ เอราวัณ เอราวัณ ..,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
"Wenn unser Jamal nicht wäre. Aber wieder sehr gute Verteidigung. Aber heute auch wie gegen Benfica, die Offensive lässt noch sehr viele Wünsche übrig. Ich hoffe nur, dass dem Sane & Co. klar ist, dass man gegen die Schwergewichte in der CL die Chancen reinmachen muss, um zu gewinnen.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
big up danny aarons,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Vinny und Max top gerne langfristig,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Always with OL from DK 🇩🇰🇫🇷,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
قلوووري قلوووري مان يونايتد ❤🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
5 -4,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Vamos Bomba 💣🦅❤️💙💛,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
4:1😂😂😂😂😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Muller2026,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Dahm were getting trailers for matches now Sheesh COYS,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
이거 보고 변비 나았다,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Q guapo,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Jamais vécu une ambiance pareil à Gerland, la folie.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Suuuper nervig eure Werbung im Hintergrund. Dafür solltet ihr euch schämen, das reicht langsam!",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Herzliches Willkommen! Mia San Mia! ❤🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
❤💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Le Rayan Harki 😊,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
fc bayern munchen ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽🥇🥇🥇🥇🥇🥇🥇🥇🥇🥇🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
on t’aime Mata ❤️💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
👏👏👏👏👏👏👏,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
The goat 🐐🐐🐐🐐🐐🧠🧠🧠🧠🧠🧠🧠🔝🔝🔝🔝🔝🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪🇩🇪KIMMICH,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Sonny🤍💙,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
"ソニー、最高のキャプテン。
本当にスパーズを長年支えてくれてありがとう。スパーズと一緒に彼が報われて嬉しい。",Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
"Solanke is my favourite player in Tottenham Hotspur now, I'm glad that we got him. 😎 Awesome",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Pure magic ✨,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Kevin,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"감독님   수고 하셨습니다  .,.,축하 드립니다!❤",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Шахтар ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Bester Verein 💝Gruss aus Zürich 🇨🇭,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Mikautadze!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"Wenn Kane mal nicht funktioniert, braucht es neue Ideen und mehr Bewegung vorne. Bitte ändern. Sonst wird es morgen schwer.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Daniel spricht sehr gut deutsch. Bravo weiter so. ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
❤Mia San XMAS,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Mia San mia 🎉❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🔥🔥🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Stunning Striker ❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
제발 한번만 해보자!!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
muller at last😂😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Té amo mucho 😊,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Saya memang tidak terlalu bisa bahasa Jerman namun saya tetap menonton video ini. Semoga Bayern Munich menang atas Union Berlin dan juga memenangkan Bundesliga.,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Sonny❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
ㅎㅎㅎㅎㅎㅎㅎ😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Goatkeeper❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🎉🎉🎉🎉🎉🎉🎉❤🎉🎉🎉🎉🎉🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Ja Mia~San~Mia ❤🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Légende Lacazette ❤️💙,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
ㅋㅋ,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Primero,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Forza SGE❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Der Typ lebt seit 6 Jahren in Deutschland und ist gerade mal 24, aber kann keine einzige Frage auf Deutsch beantworten…",Unknown,False,True,False,False,False,True,1,Racism,0,2,Unknown,Unknown,unknown,Unknown,Female
He kept his promise,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
Sonny!!!❤❤❤🎉🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
HARKI,Unknown,False,True,False,False,False,True,1,Racism,1,2,Unknown,Unknown,unknown,Unknown,Female
kakkaka f Vasco mesmo o Juiz roubado á gente ganha rs.,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
King Kai 🎯🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Sell havertz,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
👉😤👈🦅🖤🏳️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Memphis ouvindo suas próprias músicas, pq não entende nada das nossas 😂😂😂",Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Чемпионы.. Однозначно,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Vaaaiii Corinthianssss,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Class girls 👋,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Kiwior MOTM 👏,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Brentford,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Coisa linda,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Mais videos assim,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Oloko 🦅,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Memphis tem muito visão de jogo e inteligente taticamente.,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
🦅🖤🤍🦅,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Vamosssss,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Vamo meu lateral 💪🏻,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Cinemaaa,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
🙌,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Se o Corinthians fosse um time sério e querer brigar por títulos, esses dois não era nem pra está no clube.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Pra cima Dorival jr🦅,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
1syde 🐊,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Vai me curinga quebra tudo,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Ray surtandoo kkkkkkkkkkkkkkkk 
Noah mereceu mt❤",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Top demais🎉🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Se tiver alguém que faça a bola chegar no Memphis, ela fará muitos gols.",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Chupaaa ney no santosss,Unknown,False,False,True,False,False,True,1,Violence,0,2,Unknown,Unknown,unknown,Unknown,Female
Babygood🤞🤞,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
💔💔💔💔💔,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Dancin Queen..Abba❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
💪💪💪,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Big up your status!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
CORINTHIANS 4 X 2 DVD,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Blackstenius missed reminds me about king Kai,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
🇩🇿💚💚💚💚,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Felix X Palmer 🥶,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
ENZO GOAL 👍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
💙💙💙💙💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"Good job guys. Love u guys, ALWAYS",Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Up da Chels,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
اول,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Letssssss Gooooooooooo,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
YES FRIDA <3,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Gunners forever 🏆🎯,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
💜💜💜💜,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🤩,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Theooooooooo sign da ting,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Aqui é Corinthians! Respeita 🖤🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Volta família Diaz!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Ну хотя бы девочки выиграли молодцы,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
❤ മിടുക്കിക്കുട്ടികൾ,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Lavia next Mikel,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Topp !,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Gunners 💪💪,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
COYG ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
420th like lesgooo,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
lieb sie so 💚🤍 vermiss sie total,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Красава девчонки!,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
"After odegaard, artetas best signing. A top CB.",Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
最开心的几天,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
フィールドで散々やり合ったケリーとマッケイブが談笑しながら歩いているシーンは感慨深い,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Dorival vai ter que fazer milagre pra salvar o corinthians 😢,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Simvel🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
😊😊😊❤🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Raya отличный вратарь!!! 💪🤟,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
®️❤️😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"左端の人は誰ですか？
試合に出ていないので忘れました😂😂",Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
Poppiiii❤mega Tore ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Suiii❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Parabéns vic Albuquerque 👏🏻👏🏻👏🏻👏🏻🎉🎉🎉🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
King Kai Positioning,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Keep going Gooners Let's Go ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
"15 > 0 
                                                     ~ Not a end",Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
😢,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
I like work late of sterling today,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
COME ON!!!!! ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
"Arteta Out
Kroenke Out",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
O tanto que eu chorei assistindo!!!  Obrigada pai por compartilhar comigo o amor por esse time! E VAI CORINTHIANSSSSSSSSSS 🖤🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
ך,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
❤🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
I miss Kai man 🤣😂,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
"acara bola,sekeren itu di luar negeri",Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Awesome!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🙏🙏🙏🙏🙏🙏,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
Cringe af,Unknown,False,False,True,False,False,True,1,Violence,0,1,Unknown,Unknown,unknown,Unknown,Female
I love ❤️ Charli Grant! My fav player ever!,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
8:03 何年も選手全員が好きで誰の背番号も選べなかったけれど、ノースロンドンダービーとこの日をもって自分が背中に刻むべき番号が決まった。,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
😇😇😇,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Vaaai Corinthiansss 🖤🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,1,1,Unknown,Unknown,unknown,Unknown,Female
"Deus te abençoe Dorival 
Vai Corinthians",Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
ss,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Thiapa  ndaye rk,Unknown,True,False,True,False,False,True,2,Sexism,2,0,Unknown,Unknown,unknown,Unknown,Female
البافاريات ❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
🖤🤍,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Vamoooossss 💜,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
Só bagre,Unknown,False,False,False,False,True,True,1,Ability,0,1,Unknown,Unknown,unknown,Unknown,Female
Brave❤️,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
Finallyyyyy Yesssiiirrrskiii 🎉 congrats Phonzy!,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
"Love this, nice to see how together the team feels :)",Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
🤍🖤🦁.,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
توتنهام العشق ❤❤😊,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
❤❤❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
ET7 🔥,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
فورزا نابولي دائما,Unknown,False,False,False,False,False,False,0,Non-offensive,2,0,Unknown,Unknown,unknown,Unknown,Female
When I saw her I shouted ‘’JACK “and my mum shouted back at me “where”,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Rob Daly. *Commentator GOAT.*,Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
🎉🎉🎉🎉,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
"go kido, party hardy, enjoy",Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
Buy houmjbierg and samarzic,Unknown,False,False,False,False,False,False,0,Non-offensive,0,0,Unknown,Unknown,unknown,Unknown,Female
0:15 ta da 😊❤ Olga,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
Good job guys,Unknown,False,False,False,False,False,False,0,Non-offensive,2,1,Unknown,Unknown,unknown,Unknown,Female
Aller ol !!!!!,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
💙,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
😂😂😂😂,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
"Dai vinciamo staseraaaaaaa!!
Forza Juve 🤍🖤💪",Unknown,False,False,False,False,False,False,0,Non-offensive,0,2,Unknown,Unknown,unknown,Unknown,Female
"Защита решето...могли бы еще три пропустить..эксперименты Спаллети....Ндобеле,Есус и ...не стартового состава....",Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Like a little... RAT 😂😂,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
Danke Poppi ❤,Unknown,False,False,False,False,False,False,0,Non-offensive,2,2,Unknown,Unknown,unknown,Unknown,Female
อยากให้พวกน้องๆ ขายเสื้อ เอาไปบำรุงประเทศครับ ขายเถอะ เซ็นชื่อด้วย ให้เด็กที่น่ารักของโลก 😂😂😂 เชียร์เพราะเราอ่อน ถึงเวลาผม ขอนะครับ❤❤❤,Unknown,False,False,False,False,False,False,0,Non-offensive,1,0,Unknown,Unknown,unknown,Unknown,Female
👌👌,Unknown,False,False,False,False,False,False,0,Non-offensive,1,2,Unknown,Unknown,unknown,Unknown,Female
quanto godooooooooooooo,Unknown,False,False,True,False,False,True,1,Violence,1,0,Unknown,Unknown,unknown,Unknown,Female
3,Unknown,False,False,False,False,False,False,0,Non-offensive,0,1,Unknown,Unknown,unknown,Unknown,Female
