Comment,Video Popularity,Comment Popularity,gender_of_sport,club_region,language,sexism,racism,violence,appearance,ability,non_offensive,has_hate,hate_type_count
💚🤍🐺,1,2,Female,Germany,unknown,False,False,False,False,False,True,False,0
💚🤍🥳,1,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
Shirtaki?toll,1,1,Female,Germany,fi,False,False,False,False,False,True,False,0
"Aguante bombillo.....que saudades do estadio do meu Emelec 😢
Mais aqui no brasil sou 1.000% corinthiano roxo vai Corinthians.....agiante bombillo",1,2,Male,Latin America,pt,False,False,False,False,False,True,False,0
👏🏼👏🏼👏🏼👏🏼,1,2,Male,Latin America,unknown,False,False,False,False,False,True,False,0
Vamos 🦅🔥,1,2,Female,Latin America,lt,False,False,False,False,False,True,False,0
🇩🇿✊🏽,1,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
🥅🧤⚽️🔥,1,2,Male,Latin America,unknown,False,False,False,False,False,True,False,0
Kkkkkkkk carai mano todo mundo só falou o Edilson capelinha kkkkkkkkkkkkkkk,1,2,Female,Latin America,fi,False,False,True,False,False,False,True,1
😘💚💚💚🐺,2,1,Male,Germany,unknown,False,False,False,False,False,True,False,0
🇮🇸🐺💚⚽👸🏽⚽💚🐺🇮🇸,1,0,Male,Germany,unknown,False,False,False,False,False,True,False,0
Orients Keeper made some decent saves!,2,0,Male,England,ca,False,False,False,False,False,True,False,0
☺️🍿,0,0,Male,Germany,unknown,False,False,False,False,False,True,False,0
🎉,1,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
Mülli!!!!,0,0,Male,Germany,tr,False,False,False,False,False,True,False,0
Allez Paris 🔵⚪,0,1,Male,France,hu,False,False,False,False,False,True,False,0
Je met 20 balle sur vous gagnez hein,2,0,Male,France,nl,False,False,False,False,False,True,False,0
Wimmet genial Genial Genial Genial ❤❤❤,2,1,Male,Germany,ca,False,False,False,False,False,True,False,0
Арса ❤❤❤,0,0,Male,England,bg,False,False,False,False,False,True,False,0
Ab nach Europa 🎉🎉,2,2,Male,Germany,pl,False,False,False,False,False,True,False,0
Ich mag die VfL-Mädels total.   ❤️❤️❤️,1,0,Male,Germany,af,False,False,False,False,False,True,False,0
2 Punkte verloren 😮,0,2,Male,Germany,nl,False,False,False,False,False,True,False,0
Wow VFL WOLFSBURG❤❤❤❤❤ 5-0,2,2,Male,Germany,pl,False,False,False,False,False,True,False,0
Amoura 🇩🇿🇩🇿💪🏽💪🏽❤️❤️❤️❤️🇩🇿🇩🇿💪🏽💪🏽💪🏽💪🏽💪🏽,2,1,Male,Germany,unknown,False,False,False,False,False,True,False,0
😂💚,0,1,Male,Germany,unknown,False,False,False,False,False,True,False,0
💚🤍💚🤍💚🤍💚🤍💚,0,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
Paris❤,0,0,Male,France,id,False,False,False,False,False,False,False,0
Come on Paris FC,1,1,Male,France,en,False,False,False,False,False,True,False,0
💚💚💚⚽⚽⚽⚽,2,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
💚💚💚,0,0,Male,Germany,unknown,False,False,False,False,False,True,False,0
А как же гол Аршавина Барселоне?🤜🏻,0,0,Male,England,mk,False,False,False,False,False,True,False,0
der kleine Papa Krzysztof Nowak,0,0,Male,Germany,pl,False,False,False,False,False,True,False,0
🥰,0,0,Male,Germany,unknown,False,False,False,False,False,True,False,0
🤍💚🐺,0,1,Male,Germany,unknown,False,False,False,False,False,True,False,0
Fantastic amoura...,1,0,Male,Germany,ca,False,False,False,False,False,True,False,0
🥳🥳,1,0,Male,France,unknown,False,False,False,False,False,True,False,0
🐞🍀🐞🍀🐞🍀🐞🍀🐞👌,2,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
💚💚💪💪,0,2,Male,Germany,unknown,False,False,False,False,False,True,False,0
Escros de père en fils 😂😂😂,2,0,Male,France,ca,False,False,True,False,False,False,True,1
Ich hör nur mimimimi,0,2,Male,Germany,sq,False,False,False,False,True,False,True,1
Men’s⚽️💀💀💀💀💀💀00,2,0,Female,England,unknown,True,False,False,False,True,False,True,2
Merle,2,1,Male,Germany,tr,False,False,False,False,False,True,False,0
Maestro,2,1,Male,Latin America,cy,False,False,False,False,False,True,False,0
forza juve,1,1,Female,Italy,sl,False,False,False,False,False,True,False,0
E vai fazer  muito  mais.,2,1,Male,Latin America,lv,False,False,False,False,False,True,False,0
Super Kathy,1,1,Female,Germany,id,False,False,False,False,False,True,False,0
beijinhos,2,1,Male,Latin America,lt,False,False,False,False,False,True,False,0
Bravo Sveindís 🇮🇸,1,1,Male,Germany,sl,False,False,False,False,False,True,False,0
尤文图斯加油！！---喜欢尤文图斯33年的中国球迷,1,1,Male,Italy,zh-cn,False,False,False,False,False,True,False,0
pra mim o Dorival menosprezou o adversario,1,1,Female,Latin America,sl,False,False,False,False,False,True,False,0
"Corinthians deveria usar no Short  o Escudo CP,  ou  SCCP .
Porque não fica visualmente bom este .
Parece um despertador.
Ou põe este mesmo mas  todo preto  como na Camisa all black",1,1,Female,Latin America,pt,False,False,False,False,False,True,False,0
Kalos mas irthes palikare...,2,1,Male,Germany,lt,False,False,False,False,False,True,False,0
3 a 0 hoje🖤🤍🎉,1,1,Male,Latin America,sk,False,False,False,False,False,True,False,0
Juventus harus membeli idzes 🔥,2,1,Male,Italy,et,False,False,False,False,False,True,False,0
Klasse 💚🐺,1,1,Female,Germany,et,False,False,False,False,False,True,False,0
Memphis de blusa kkkkkkk,1,1,Male,Latin America,et,True,False,False,True,False,False,True,2
1:28 tatapan Vlahovic 😅,2,0,Female,Italy,id,False,False,False,True,False,False,True,1
Danke Poppy 🖤❤️💛😭,2,2,Female,Germany,af,False,False,False,False,False,True,False,0
Ja die Banane 😏😏😏,1,0,Female,Germany,af,False,False,False,False,False,True,False,0
Krass man,0,2,Female,Germany,id,False,False,False,False,False,True,False,0
Merle ❤,1,2,Female,Germany,tr,False,False,False,False,False,True,False,0
gönn dir 15 Tore Bruudaa 💚,2,1,Female,Germany,tr,False,False,False,False,False,True,False,0
Amoura ist die beste,0,2,Female,Germany,af,False,False,False,False,False,True,False,0
Düsseldorf alaaf!,0,1,Female,Germany,af,False,False,False,False,False,True,False,0
😂😂 This is the greatest thing I have seen in a while. Please team these two up again!!!!❤,1,2,Female,Germany,en,False,False,False,False,False,True,False,0
Super les filles,2,2,Female,France,fr,False,False,False,False,False,True,False,0
عموووورة ❤🇩🇿💯♥️💫,2,0,Female,Germany,ar,False,False,False,False,False,True,False,0
wie coooool,2,2,Female,Germany,pl,False,False,False,False,False,True,False,0
amoura FORCE DZ  <3,2,2,Female,Germany,pt,False,False,False,False,False,True,False,0
Amouraaaaa go gooooo🇩🇿🇩🇿💪🏻💪🏻,1,2,Female,Germany,so,False,False,False,False,False,True,False,0
😂😂😂 دزاير كامل راهي هنا,2,0,Female,Germany,fa,False,False,False,False,False,True,False,0
So random aber wie geil,1,0,Female,Germany,af,False,False,False,False,False,True,False,0
