comment,sexism,racism,violence,appearance,ability,non-offensive,is_labeled
Mü ist eine MASCHINE!!! Stark ❤💪🏻💪🏻,0,0,0,0,0,0,False
wie viele chancen muss der Kai noch verhauen bis er vom platz gestellt wird?,0,0,0,0,0,0,False
Warum kein Tor von der Schweiz 🇨🇭 @brotatos,0,0,0,0,0,0,False
Ich kann eine umhauen 😂,0,0,0,0,0,0,False
Mbappe der Junge kann ja alles da fehlt nur noch das Kopfball,0,0,0,0,0,0,False
Ich bin 11und bin 1.62,0,0,0,0,0,0,False
"Ich bin dafür dass der BVB nur noch in der Champions League spielt. 
Was stimmt bitte mit der Mannschaft nicht so eine Leistung nicht auch in der Bundesliga abzurufen? 
Ich verstehe ja dass du nicht die ganze Saison durch jedes Spiel 110% geben kannst, aber was sonst unter der Woche gezeigt wird ist ja nur 20%.
Ja, freut mich natürlich dass sie weiter sind, aber die sonstige Leistung in der letzten Zeit schreit noch nach viel mehr Wiedergutmachung.

Wenn alle den Willen an den Tag legen würden wie ryerson ihn hat, dann gäbe es kein Problem. 
Was der Typ ackert ist der Wahnsinn.",0,0,0,0,0,0,False
Beier,0,0,0,0,0,0,False
Ja Save hatte ich schon eine Verletzung.Aber habe einem Kind bei einer Grätsche das Bein gebrochen.,0,0,0,0,0,0,False
"Nachdem der FC St. Pauli 2002 gegen die Bayern zum ""Weltpokalsiegerbesieger"" geworden war, konnten die Münchner alle sechs Pflichtspiel-Duelle gegen die Hamburger gewinnen.",0,0,0,0,0,0,False
Krass was Flick aus dem Kader gemacht hat,0,0,0,0,0,0,False
Szczesny hat in der Halbzeit in der Kabine sicher erstmal 1-2 Kippen gequalmt um wieder zu Sinnen zu kommen,0,0,0,0,0,0,False
Erfunden hat den Trick George Weah und der erst Spieler der diesen Trick (Elastico) in der Bewegung und nicht aus dem Stand ist R9 der einzig ware!!,0,0,0,0,0,0,False
Bitte die hauen noch RB raus,0,0,0,0,0,0,False
Please can I be on there :),0,0,0,0,0,0,False
Aua😢,0,0,0,0,0,0,False
Fae Valley,0,0,0,0,0,0,False
Diese Stimme... 🤮,0,0,0,0,0,0,False
Da soll noch einer sagen die Männer von heute bestünden nur noch aus Weicheiern :D,0,0,0,0,0,0,False
Messi ❤❤❤❤❤❤❤🎉🎉🎉🎉❤❤❤❤❤❤,0,0,0,0,0,0,False
2:04 ist der Torhüter von allen guten Geistern verlassen oder wollte er nur seinen eigenen Mitspieler umbringen? 😅,0,0,0,0,0,0,False
Die Trikots sind mega!,0,0,0,0,0,0,False
"Thank you for this video, very enlightening!",0,0,0,0,0,0,False
Kimmich ist eindeutig der bessere RV als DM. Der bringt als RV so viele und gute Flanken.,0,0,0,0,0,0,False
"Awesome video, looking forward to the next one!",0,0,0,0,0,0,False
Der Gehfehler beim Abpfiff war sehr stark haha😂,0,0,0,0,0,0,False
Messi,0,0,0,0,0,0,False
Digga das ist ne Krankheit das man nicht abnehmen kann,0,0,0,0,0,0,False
Hat sich Gomez wohl für die falsche Mannschaft entschieden. Gentner hat es richtig gemacht,0,0,0,0,0,0,False
The Ref was the 12th player for Germany,0,0,0,0,0,0,False
28 🙏,0,0,0,0,0,0,False
Hakan calhanoglu 🔥,0,0,0,0,0,0,False
Ich habe auch an meine Hand gebrochen,0,0,0,0,0,0,False
ich leibe deine videos❤sind die besten❤,0,0,0,0,0,0,False
Warum musst du uns daran erinnern? 😢😭💔,0,0,0,0,0,0,False
Er ist halt ein Bayerner,0,0,0,0,0,0,False
Prime Neuer🔥,0,0,0,0,0,0,False
Was haben die gegessen? Paella hilft für Fernschuss zu schießen. Hala Madrid💪,0,0,0,0,0,0,False
Cool Real,0,0,0,0,0,0,False
Du auf jeden Fall nicht,0,0,0,0,0,0,False
"gute Besserung, Kevin, du wirst schnell wieder gesund",0,0,0,0,0,0,False
Sei einfach mehr wie Giovanne Elber! Den haben alle geliebt und ich liebe ihn auch jetzt noch.,0,0,0,0,0,0,False
"Sané sollte man definitiv behalten, leider spielt er nie eine ganze Saison auf Top Level, aber seine Dynamik und seine Torgefährlichkeit ist immer noch Weltklasse 🔥",0,0,0,0,0,0,False
Irgendeiner ruf laut: Jetzt,0,0,0,0,0,0,False
Cristiano Ronaldo ❤❤🐐🐐,0,0,0,0,0,0,False
Elias🎉,0,0,0,0,0,0,False
Seit das mit Ronaldo war lieb ich es Manu so zu sehen er hätte nie gehen dürfen und Ten Hag hätte nie dort Trainer werden dürfen ! Ist das das Karma für Manu?!,0,0,0,0,0,0,False
"""The ball was so mesmerzing, it was so pretty"" - Pro goalie, 2022",0,0,0,0,0,0,False
Scerpen😅,0,0,0,0,0,0,False
Beier,0,0,0,0,0,0,False
Mert Hakan bester Mann 😂😂😂,0,0,0,0,0,0,False
"Der BVB hätte sich nicht wundern dürfen wenn das Ding 6:0, 7:0 oder 8:0 ausgeht… die wurden ja in jeglicher Hinsicht demontiert - Brutal von Barca!!!",0,0,0,0,0,0,False
Ciao Ungaaaaaaaarn haben aus euch Kebab gemacht,0,0,0,0,0,0,False
Liverpool is unstoppable now !!,0,0,0,0,0,0,False
Hey Fabinho vs Man City goal was a cracker!!!,0,0,0,0,0,0,False
Donna....umfall,0,0,0,0,0,0,False
Medsi,0,0,0,0,0,0,False
"""Liegt/Lag am Trainer""... whos next?!",0,0,0,0,0,0,False
Bitte 4🙏🙏🙏🙏🙏🙏🙏🙏🙏,0,0,0,0,0,0,False
Gute Besserung ❤,0,0,0,0,0,0,False
"1,5 m",0,0,0,0,0,0,False
die bayern trikots sind ja mal so schrott wer denkt sich so ne kake aus mit schwarze zahlen auch noch ahhahaha,0,0,0,0,0,0,False
Ronaldo ❤,0,0,0,0,0,0,False
"wir brauchen ein video mit holzi jr, cevapcici, pumuckl ronaldo, ocotcha und ansu fati",0,0,0,0,0,0,False
Die Kommentare sind immer das beste wäre das selbe bei z.b Bayern passiert würden hier alle rum heulen wenn er kein rot bekommen hätte ehh Bayern Bonus etc 🤣,0,0,0,0,0,0,False
Das ist das Deutschland was man kennt,0,0,0,0,0,0,False
❤❤❤❤❤❤❤,0,0,0,0,0,0,False
🇷🇸🇷🇸🇷🇸,0,0,0,0,0,0,False
Sevilla für ihr Zeitspiel so Karma bekommen 😂,0,0,0,0,0,0,False
That transition at 3:12 was chefs kiss,0,0,0,0,0,0,False
wow,0,0,0,0,0,0,False
Wann Nürnberg Song ?,0,0,0,0,0,0,False
Saliba,0,0,0,0,0,0,False
erinnerungen ..,0,0,0,0,0,0,False
Nein er kann nicht Will nicht braucht nicht muss er nicht,0,0,0,0,0,0,False
Und irgendwelche Straftäter und Terroristen kann man angeblich nicht abschieben. Achso Deutschland,0,0,0,0,0,0,False
Die sind am scouten…,0,0,0,0,0,0,False
Das sind die geilsten Spiele….,0,0,0,0,0,0,False
Ja liebe deine viedios dein conntent ist super cool ❤️❤️,0,0,0,0,0,0,False
Geschenke angenommen,0,0,0,0,0,0,False
Santos ist besser als Trapp,0,0,0,0,0,0,False
😂,0,0,0,0,0,0,False
CRgoat❤,0,0,0,0,0,0,False
"Immer wieder schön, die Bauern verlieren zu sehen🤣",0,0,0,0,0,0,False
"Wie undankbar sind eigentlich die ganzen Dortmund Fans, die ständig meinen man müsse Adeyemi und Gittens für 150 Mio loswerden und dann einen Umbruch starten? Es fehlt ihnen zwar an Konstanz, aber das sind zwei junge Talente, auf die man aufbauen sollte. Werdet lieber den ganzen anderen Müll los",0,0,0,0,0,0,False
"Goretzka Penner.....
Soll Politik machen gehen",0,0,0,0,0,0,False
0:36 parece el partido de liverpool vs Barcelona,0,0,0,0,0,0,False
mbappe der erste spieler in der cl geschichte der ein hattrick im bernabeu und camp nou erzielt hat,0,0,0,0,0,0,False
So schlechte Leistung von Real… courtois bester Mann !!!! Und Arsenal Glück mit 2 Standards aber Mega von Rice,0,0,0,0,0,0,False
9:07 in a full sized goal that’s in,0,0,0,0,0,0,False
Muito legal esses desafios.  Abraços 🇧🇷,0,0,0,0,0,0,False
PSG 🔵🤍❤️🇨🇵💪😎⚽️⚽️⚽️⚽️⚽️,0,0,0,0,0,0,False
😂,0,0,0,0,0,0,False
Gegen diese Pförtnertruppe hätte ich vier gemacht.,0,0,0,0,0,0,False
"Das der Elfmeter tatsächlich trotz VAR gegeben wurde ist doch ein schlechter Witz. Und dann will die UEFA behaupten, sie seien nicht manipulativ. Lachhaft.",0,0,0,0,0,0,False
15 please,0,0,0,0,0,0,False
hello im from poland,0,0,0,0,0,0,False
Und jetzt soll Bielefeld den Titel holen ❤🎉,0,0,0,0,0,0,False
🤫🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷🇹🇷,0,0,0,0,0,0,False
Neuer bester mann er ist so symphatisch,0,0,0,0,0,0,False
Warum macht Marvin bei Fußball Challenge mit der hatte sich doch den Fuß verletzt,0,0,0,0,0,0,False
"Schön, den WM-Ball aus 2006 wieder zu sehen. ❤",0,0,0,0,0,0,False
Bro spielt ultimate Team irl,0,0,0,0,0,0,False
Hätte er Mal seine Augentropfen genommen 😂,0,0,0,0,0,0,False
vini wollte nur fußball spielen,0,0,0,0,0,0,False
Den Sieg darf man nicht überbewerten. Die Bosnier sind gekommen um zu verlieren.,0,0,0,0,0,0,False
Rijnders kann einfach alles am Ball,0,0,0,0,0,0,False
Brotatos die besten☝️❤,0,0,0,0,0,0,False
Bauman überzeugt bei jedem Spiel in der DFB Elf. Finde ihn deutlich überzeugender als Ter Stegen,0,0,0,0,0,0,False
Mach bitte ein Video mit dem Schalke spiele,0,0,0,0,0,0,False
Ich möchte Haland,0,0,0,0,0,0,False
GOORETZKAAAAA,0,0,0,0,0,0,False
"Warum sind eigentlich gefühlt 10 Minuten nach Abpfiff zu jedem Premier League, La Liga und Serie A Spiel Highlights mit deutschem Kommentar auf Youtube aber bei der Bundesliga muss man 3 Tage warten das kann doch nicht sein. Wie kann man das denn so schlecht vermarkten?",0,0,0,0,0,0,False
Bayer seit 270 minuten ohne Tor gegen Bayern…😂😂😂😇loserkusen…one year Wonder..Alonso schon am Ende…🤪😂😂,0,0,0,0,0,0,False
"Came for the thumbnail, stayed for the vibes",0,0,0,0,0,0,False
4,0,0,0,0,0,0,False
FC Barcelona siegt wieder ❤💙 mybien,0,0,0,0,0,0,False
Immer so lustig,0,0,0,0,0,0,False
Musiala  ist besser als Lamin Yamal,0,0,0,0,0,0,False
KML Shows 💣💣💣,0,0,0,0,0,0,False
Du hasst falsch entschieden er hat denn Ball nie berührt,0,0,0,0,0,0,False
33k likes,0,0,0,0,0,0,False
9 bitte😢😢😢,0,0,0,0,0,0,False
Mr beast karl gidince hayır dedi tesadüf mü,0,0,0,0,0,0,False
Er bleibt eine Legende,0,0,0,0,0,0,False
Minha mãe depois de ir na reunião de pais 👺👺👺👺👺👺👺👺👺👺👺👺😡😡🤬🤬😈😈,0,0,0,0,0,0,False
Denk nur ich so oder war der Freistoß von Olise absolut haltbar?,0,0,0,0,0,0,False
Keinen Cent für DAZN‼️,0,0,0,0,0,0,False
Sane Chancentod 😢,0,0,0,0,0,0,False
Wir haben Morgen ein Fußball Turnker (Schule ) In Berlin (Fortuna Biesdorf um 8 Uhr wäre nice wenn du mal kommen würdest 🎉❤,0,0,0,0,0,0,False
Bitte 17,0,0,0,0,0,0,False
"sane , ein absoluter unsympath !",0,0,0,0,0,0,False
"könntest du ein video über Sergio Ramos Geschichte
tschüss",0,0,0,0,0,0,False
Vini bro.,0,0,0,0,0,0,False
"BVB in BuLi: 🐈

BVB in CL:   🐆",0,0,0,0,0,0,False
🇹🇷🇹🇷🇹🇷💪🇹🇷🇹🇷🇹🇷,0,0,0,0,0,0,False
Saka,0,0,0,0,0,0,False
Zlatan Ellbogen Schlag habe ich geschaft😂😂,0,0,0,0,0,0,False
Ich freue mich für Marmoush 💯🇬🇧,0,0,0,0,0,0,False
Lewas (fall) rückzieher 😅,0,0,0,0,0,0,False
Sehr geiles video hätte aber auch gerne das Foul von Nürbel da drin gesehen als Schalke gegen Frankfurt spielte 😵‍💫😂,0,0,0,0,0,0,False
Nur der Fch,0,0,0,0,0,0,False
Arbeitsverweigerung! Kohle  zurückzahlen.,0,0,0,0,0,0,False
Es gibt soo viele schöne Wörter um Begeisterung auszudrücken… warum „geisteskrank“?,0,0,0,0,0,0,False
Insane.,0,0,0,0,0,0,False
Martin Ödegard ❤️👀⚽👌👌💪👍🏻✌🏻😍😊,0,0,0,0,0,0,False
Man merkt schon das Ter Stegen fehlt ya 😂,0,0,0,0,0,0,False
15,0,0,0,0,0,0,False
Dieser kleine vitinha ist ein sehr großer fussballspieler,0,0,0,0,0,0,False
Ihr seid die diesen ❤ macht weiter so ❤,0,0,0,0,0,0,False
Bielefeld hatte 10er quote hätte ich gegeben aq,0,0,0,0,0,0,False
Gol gol gol gol gol.gol 😂,0,0,0,0,0,0,False
"Unfassbar 
Aber geil",0,0,0,0,0,0,False
"Ich hab in meinem Leben 2 oder 3 Mal ein Video geschnitten, aber den Bild-Ton Abgleich krieg ich besser hin, als das.
Jobangebote gerne per DM. Würde zu gerne mal RTL ablehnen.",0,0,0,0,0,0,False
How did he not know it was Timo wener,0,0,0,0,0,0,False
warum ist der musbayern auf dem thumbnail hätten andere mehr verdient es gibt mehr als münchen,0,0,0,0,0,0,False
schade das dieser Grünen verein gewonnen hat.hoffentlich nicht im wahlen.,0,0,0,0,0,0,False
klarer elfer - wo soll das den ein skandal sein😂,0,0,0,0,0,0,False
Paris verschafft sich eine gute Position für das Viertelfinal-Rückspiel! Was traut ihr Villa nächste Woche noch zu?,0,0,0,0,0,0,False
White John Hernandez James Hernandez Patricia,0,0,0,0,0,0,False
CR,0,0,0,0,0,0,False
"Wundert mich nicht, dass die Waldhöfer Eltern rumschreien. Das ist deren normale Lautstärke der Unterhaltung in der Fabrik, in der sie gelegentlich arbeiten. 😂",0,0,0,0,0,0,False
"Das Problem ist, der Ball wird entscheidend abgefälscht, so das die Torchance verhindert wird und der Ball ins Toraus fliegt.",0,0,0,0,0,0,False
Wären es 90 min gewesen hätten die kleinen gewonnen,0,0,0,0,0,0,False
Are you in equador,0,0,0,0,0,0,False
Der 11er war nicht fair. Kann den Torwart vollstens verstehen.,0,0,0,0,0,0,False
"Er musste aber auch ziemlich viel einstecken ❤️
Er hat nicht angefangen!",0,0,0,0,0,0,False
1:0 bei Ballberührung eindeutig Abseits....,0,0,0,0,0,0,False
saka,0,0,0,0,0,0,False
"Baumann wird ja, wie viele andere deutsche Torhüter auch, als ""sehr gut aber nicht weltklasse"" bezeichnet. 
Entsprechend mal das Lob heute an ihn. Das war eine weltklasse Leistung.",0,0,0,0,0,0,False
Bester Verteidiger seiner Zeit 💪,0,0,0,0,0,0,False
Dazn oglum was das für ein Thumbnail willst du da was andeuten wir sind Türken mq nicht deutsche :D du talahon praktikant,0,0,0,0,0,0,False
🔥,0,0,0,0,0,0,False
"Also ich mir ist's völlig egal wer weiterkommt aber wo ist da bitte ein Doppelkontakt und was ist das für eine bescheuerte Regel, dass der elfer dann als verschossen gilt?",0,0,0,0,0,0,False
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,0,0,0,0,0,False
💀💀,0,0,0,0,0,0,False
Ронолдо назарио (зубастик),0,0,0,0,0,0,False
Marlorka Hit,0,0,0,0,0,0,False
OMAENKOT,0,0,0,0,0,0,False
"Ich glaube mit Brotinator kann man auch coole Flanken bekommen.
#derBrotinator",0,0,0,0,0,0,False
"Havartz braucht einfach zu viele Chancen, der braucht 3-4 hochkarätige für ein Tor, das ist nicht gut",0,0,0,0,0,0,False
hoffentlich steigt Dortmund noch irgendwie ab,0,0,0,0,0,0,False
Danke Fußballgott für dieses megageile Finale zwischen 2 Traditionsvereinen,0,0,0,0,0,0,False
Team Ronaldo,0,0,0,0,0,0,False
❤❤❤❤❤,0,0,0,0,0,0,False
Nice,0,0,0,0,0,0,False
Freue mich für Ronaldo aber wo war das nen Elfer😂,0,0,0,0,0,0,False
Einmal Waldhof immer Waldhof hey.,0,0,0,0,0,0,False
"Warum wird der Elfmeter eigentlich nicht wiederholt? Man sieht Klar, dass 1 Italiener im Strafraum steht.  Diese Regel wird auch nie wirklich beachtet.",0,0,0,0,0,0,False
Ja,0,0,0,0,0,0,False
Ganz ehrlich dieses Pubertäts Ding ist immer unangenehm vor allem wenn der Schidsrichter einem das sagen muss sag einfach ganz normal bJugend spielt normal dann passt das,0,0,0,0,0,0,False
7:37 sagt der Kommentator ernsthaft „Real-VARdrid“??,0,0,0,0,0,0,False
Der.name von der nummer 8 😂😂😂😂😅😅😅😅😅,0,0,0,0,0,0,False
La final era Cucureia.,0,0,0,0,0,0,False
Will das jetzt nicht unter jedem real madrid video kommentieren aber VINI IST WELTKLASSE.,0,0,0,0,0,0,False
Pavlidis 💪🦁🇬🇷,0,0,0,0,0,0,False
"Beim Jubel vom dritten Tor prasseln die Gegenstände auf Bardakçı dem Torschützen.
Kommentator erwähne das auch beim nächsten mal",0,0,0,0,0,0,False
Einfach verhext. Wo man hinschaut spielen die Ex United Spieler fantastisch nur bei United hatten sie Schwierigkeiten. Ich frage mich wie Bruno bei einem anderen Klub spielen würde 👀,0,0,0,0,0,0,False
"wenn man als torwart sich verschätzt einfach an kopf packen, dann wird schon abgepfiffen
bremen selbe schuld aber sowas ist schon dämlich",0,0,0,0,0,0,False
Die 25 macht den moukoko 😅,0,0,0,0,0,0,False
❤❤❤,0,0,0,0,0,0,False
NOMA7,0,0,0,0,0,0,False
4:31 Gänsehautmoment im Stadion ❤🤍,0,0,0,0,0,0,False
Alaba leider nicht mehr der selbe nach seiner Verletzung,0,0,0,0,0,0,False
"Guardiola so schlecht, unglaublich, stell mal vor guardiola würde Everton trainieren",0,0,0,0,0,0,False
Wie kann man sein eigenes Standbein amschiessen so schlecht😂😂😂😂😂😂,0,0,0,0,0,0,False
Ich sympathisiere immer noch nicht mit PSG aber es ist vor allem wegen der HR mehr als verdient bin ich ehrlich,0,0,0,0,0,0,False
Die werden nicht schnell zurück kommen.auser neues spiel Geld komme in die Kasse n,0,0,0,0,0,0,False
Rodrigo,0,0,0,0,0,0,False
Bester mann,0,0,0,0,0,0,False
"Kimmich und Gotetzka, das Traumduo 👌",0,0,0,0,0,0,False
CLEMENS 13,0,0,0,0,0,0,False
Wider 2 Töre das auch einen 60 jahriger trefen kannte 🤣,0,0,0,0,0,0,False
"Super, freu mich auf Dienstag :)",0,0,0,0,0,0,False
"Real hat wirklich den schlimmsten Charakterabschaum der gesamten Fussballbranche im Kader, muss man auch erstmal schaffen.",0,0,0,0,0,0,False
"Das war eines der besten Spieler der deutschen Nationalmannschaft seit langem, selten so viele Spaß als Zuschauer gehabt, auch weil Italien sich in Halbzeit zwei noch einmal so gesteigert hat, Respekt dafür. Es war einfach ein tolles Spiel 👍🏻🇩🇪♥️🇮🇹",0,0,0,0,0,0,False
Verkauftes spiel,0,0,0,0,0,0,False
4:22 erst mal einen durchziehen,0,0,0,0,0,0,False
Einmal mehr wurde das große Real Madrid daheim vor einer Blamage gegen einen fast Absteiger gerettet indem der Schiri eine überragende Glanzleistung lieferte und zurecht Vardrids MVP wurde 💪💪💪😍😍😍,0,0,0,0,0,0,False
"Die 1. und letzte Rote sind voll in Ordnung, die zweite war für mich keine klare Torchance da in der Mitte noch Spieler waren und der Bayernspieler auch eher Richtung Grundlinie als Richtung tor unterwegs war. Wieder mal eine Entscheidung pro Bayern...",0,0,0,0,0,0,False
Die Kommentare kommen mir Spanisch vor.,0,0,0,0,0,0,False
"Havertz ist der größte Clown wirklich, kriegt jeden 10en Ball nur ins Netz. Egal wie hochprozentig die Chance ist",0,0,0,0,0,0,False
solche elfmeter machen den fußball kaputt. WOlfsburg hätte es auch verdient weiter zu kommen und dann wirst du durch so eine absurde aktion benachteiligt. Dieser elfmeter ist realitätsfern,0,0,0,0,0,0,False
"Kimmich war weltklasse! Eigentlich war ich noch nie ein Fan von ihm, aber heute hat er mich eines besseren belehrt!",0,0,0,0,0,0,False
messi❤❤,0,0,0,0,0,0,False
Lá ele,0,0,0,0,0,0,False
Ey qualle war da in bonlanden ich war auch da,0,0,0,0,0,0,False
"Sehr gute Leistung von Bremen. Das war wirklich die beste Saisonleistung, weil man endlich mal über 90 Minuten konstant geblieben ist. Aber das jetzt wieder von den Medien von Europa geredet wird ist wirklich Quatsch. Da stehen noch einige vor Bremen.",0,0,0,0,0,0,False
Beide so sympathisch,0,0,0,0,0,0,False
Geschmeidig,0,0,0,0,0,0,False
Würd auch sagen muhi 😂😂,0,0,0,0,0,0,False
FC Bayern hat bestimmt den Shiri bezahlt gegen Leverkusen,0,0,0,0,0,0,False
10 oder 19 bitte,0,0,0,0,0,0,False
5:21 wie ist das bitte ein elfmeter und die letzte aktion von benifca is keiner 😂 hat barca doch noch bisschen was an geld für den schiri gehabt,0,0,0,0,0,0,False
4:0 für Bayern - Frankfurt mehr wie gut bedient !,0,0,0,0,0,0,False
beste ergebniss für barca,0,0,0,0,0,0,False
Freiburg,0,0,0,0,0,0,False
"Was für eine Athmo, da bekommt man Gänsehaut beim gucken auf YouTube…",0,0,0,0,0,0,False
Peinlich was kimich da macht bin kein bayernfan aber der Typ ist einfach scheiße,0,0,0,0,0,0,False
Bro hab 7 gesehen und wie kann das nd auf 1 sein man konnte sogar Knochen sehen 💀,0,0,0,0,0,0,False
ES gibt ein Oberalm U13 Trinken nur Bri,0,0,0,0,0,0,False
😂😂😂😂😂😂😂😂,0,0,0,0,0,0,False
"Nagelsmann hat mich seid der WM echt beeindruckt.❤Ich freue mich, dass er unser Nationaltrainer ist. In der nächsten WM holen wir uns den Sieg.",0,0,0,0,0,0,False
Leider ist das so 😢,0,0,0,0,0,0,False
Ausbildung gehört halt zur Integration normal . Muss er mehr arbeiten für Profi Vertrag.,0,0,0,0,0,0,False
11 ❤❤,0,0,0,0,0,0,False
Real Madrid holt keine 3 Tore gegen FC Arsenal 😂 auf wovon träumen die Leute hahhahaha,0,0,0,0,0,0,False
Respekt Kenan Yildiz 🤲🕋🐺⚽🦿🦾🦾🦾🇹🇷🇹🇷🇹🇷 Bravo Juve🦾🦾🦾,0,0,0,0,0,0,False
Barca booooooooooooo,0,0,0,0,0,0,False
"starke Aussage von Ronaldo, nur immer dann wenn er nicht verliert",0,0,0,0,0,0,False
"Wass ist eigentlich mit Rummenigge passiert? 
Badet der eigentlich im Alkohol ?
So ein aufgedunzenes Gesicht und diese rote Nase ist schon komisch.😮😮😮",0,0,0,0,0,0,False
vini jr so ein eierkopf,0,0,0,0,0,0,False
Cooler Name,0,0,0,0,0,0,False
Goat Ronaldo👌,0,0,0,0,0,0,False
Argentinien ist momentan die krasseste Mannschaft- WELTWEIT 🇦🇷,0,0,0,0,0,0,False
"Gegen Bosnien digga 😂 
Spanien 😢",0,0,0,0,0,0,False
Messi and Ronaldo 🐐❤️,0,0,0,0,0,0,False
Super Typ!,0,0,0,0,0,0,False
"A mio parere il miglior portiere di tutti i tempi. Anche in un certo senso unico rispetto ad altre leggende come Buffon o Casillas. Entrambi hanno inoltre capacità di posizionamento e riflessi di livello mondiale. Tuttavia, Neuer ha uno stile che lo rende unico e lo distingue da tutti gli altri portieri. Ha riportato diversi infortuni gravi, che per qualsiasi atleta significherebbero la fine della carriera, ma non per Manuel Neuer. Se non avesse avuto questi infortuni, avrebbe vinto il titolo di Trottatore del Mondo molte altre volte.",0,0,0,0,0,0,False
Hit it with the cord DavidMc,0,0,0,0,0,0,False
Brd an alle Ronaldo fans die diese Scheiß Kommentare oben abgeben wenn das ihm passieren würde begeht der noch Mord ich sag’s euch nur 🙏🏻🙏🏻🗣️🗣️🤡🤡🤡,0,0,0,0,0,0,False
😮😮,0,0,0,0,0,0,False
"RV da muss Kimmich spielen niergendwo anders. Baumann, Goretzka genauso Weltklasse. Die anderen befriedigend mit Leistung nach oben. Sane schwächster Mann auf dem Platz.",0,0,0,0,0,0,False
Das muss Konsequenzen haben oder der Fußball ist an diesem Abend absolut ins Lächerliche gezogen worden,0,0,0,0,0,0,False
Ich kenne das,0,0,0,0,0,0,False
Gross sinnbildlich für den BvB,0,0,0,0,0,0,False
Beier,0,0,0,0,0,0,False
Das war sparta prag,0,0,0,0,0,0,False
"936 absolute Schmutzkommentare.
Bellingham sagte: Fu.. off was verarsch mich nicht oder scheiße bedeutet und nicht ""fu... you"".
Die schlecht ausgebildeten Schiedsrichter in Spanien sind der größte Witz, diese Liga mit Verband ist von Kopf bis Fuß korrupt. 
Von dem lächerlichen Kommentator will ich gar nicht erst reden, DAZN absolut parteiisch und nicht neutral. 
Drecksseite!!! 
Abo ist gekündigt",0,0,0,0,0,0,False
Neuer hat da auf dem Platz nichts mehr zu suchen,0,0,0,0,0,0,False
😂😂😂😂😂😂,0,0,0,0,0,0,False
C Ronaldo 🇵🇹 siuuuuuuu ♥️♥️🐐,0,0,0,0,0,0,False
STUTTGAAAAAAART,0,0,0,0,0,0,False
Fullkrug,0,0,0,0,0,0,False
Wer hat beim 4:1 auch an das Tor von Andre Schürrle aus dem Halbfinale in 2014 denken müssen?,0,0,0,0,0,0,False
Ronaldo is for all his fans because he is really one of us humans he knows what it means to have nothing thank you cr7,0,0,0,0,0,0,False
Nanu? Da ist wohl die bestechung nicht rechtzeitig beim schiedsrichter eingeflattert,0,0,0,0,0,0,False
Köln 💪💪💪,0,0,0,0,0,0,False
Bis du ein Albana,0,0,0,0,0,0,False
20th comment,0,0,0,0,0,0,False
"Dalicu, ako ovo citas mozda, daj GVARDIOLU da puca PENALE !!!!!",0,0,0,0,0,0,False
hat cucureila das im dezember 2025 gemacht? ich glaub du hast einen fehler im script,0,0,0,0,0,0,False
"Die Deutschen schwärmen von Wirtz und Musiala,aber die Musik spielt in Barcelona mit den Dirigenten Jamal,Raphina,Pedri etc...",0,0,0,0,0,0,False
71❤❤❤,0,0,0,0,0,0,False
"Aber ich versteh immer noch nicht wo das Handspiel von Mittelstädt gewesen sein soll. Auf den Bildern erkennt man eh schon nichts, aber seine Hand war doch hinter dem Kopf des Italieners?! Wie zum Teufel soll man da ein Handspiel sehen???",0,0,0,0,0,0,False
Ein knackiges 7 zu 0,0,0,0,0,0,0,False
"Every goal was great
But the last one was actually an own goal",0,0,0,0,0,0,False
Ihr seid geil,0,0,0,0,0,0,False
"Sehr sehr gut.
Der Kommentator sollte allerdings etwas mehr pro-D sein.",0,0,0,0,0,0,False
Wo sind auf einmal die ganzen Stay humble Kommentare hin. City best Team in the world 🩵💪🏼,0,0,0,0,0,0,False
"Hätte man das Spiel nicht abbrechen müssen, da von außen welche aufs Spielfeld gerannt sind ?",0,0,0,0,0,0,False
😮,0,0,0,0,0,0,False
"Aber mal ne Frage zum Titel dieses Beitrages:   Wie kann ein Treffer beim Fußball geisteskrank sein ? 
Kann mir das mal jemand erklären ?",0,0,0,0,0,0,False
Arsenal verdient gewonnen 😊,0,0,0,0,0,0,False
Die vom VAR werden sich auch Erinnern  vor allem  2 gegebene Abseitstore  und ein nicht gegebenen Elfmeter für Valencia einfach Unversämmt beim stand von 4-0  die Schiris noch für Mafialona FC VARCELONA !!😄,0,0,0,0,0,0,False
"Michael is crazy tall 😨
Kevin Gardellaa is very crazy tall 🥶",0,0,0,0,0,0,False
Klasse,0,0,0,0,0,0,False
stay humble eehh,0,0,0,0,0,0,False
Prime ist die größte plörre auf dem Markt. Gefärbtes Zuckerwasser mehr ist der scheiß nicht,0,0,0,0,0,0,False
Witz Gelb-Rote,0,0,0,0,0,0,False
